[None, array([90., 80., 70.], dtype=float32), array([0.00316052, 0.00316006, 0.00315938], dtype=float32), 0.0, array(85., dtype=float32), 85.0]
[None, array([90., 80., 70.], dtype=float32), array([ 0.87335134,  0.56786346, -1.0894911 ], dtype=float32), array([0.59645593, 0.33796456, 0.06557948], dtype=float32), 85.30876, array(85., dtype=float32), 0.3087616]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0550234 ,  0.40058857, -1.2866874 ], dtype=float32), array([0.5548628 , 0.3767395 , 0.06839778], dtype=float32), 84.864655, array(85., dtype=float32), 0.13534546]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8786657 ,  0.56941724, -1.1045245 ], dtype=float32), array([0.59798074, 0.337543  , 0.06447625], dtype=float32), 85.335045, array(85., dtype=float32), 0.33504486]
[None, array([90., 80., 70.], dtype=float32), array([ 0.96108335,  0.46867678, -1.1568464 ], dtype=float32), array([0.51193297, 0.40783417, 0.08023293], dtype=float32), 84.317, array(85., dtype=float32), 0.68299866]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0428381 ,  0.36840993, -1.2089155 ], dtype=float32), array([0.55549604, 0.36880004, 0.07570387], dtype=float32), 84.79792, array(85., dtype=float32), 0.20207977]
[None, array([90., 80., 70.], dtype=float32), array([ 0.86452186,  0.53323066, -1.0157398 ], dtype=float32), array([0.5982013 , 0.33085456, 0.07094409], dtype=float32), 85.27257, array(85., dtype=float32), 0.27256775]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0479428 ,  0.36976987, -1.2223018 ], dtype=float32), array([0.5570116 , 0.3688151 , 0.07417326], dtype=float32), 84.82838, array(85., dtype=float32), 0.17162323]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8704439 ,  0.53618354, -1.0340439 ], dtype=float32), array([0.59978676, 0.33054063, 0.06967258], dtype=float32), 85.30114, array(85., dtype=float32), 0.30113983]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0531899 ,  0.37099165, -1.2360325 ], dtype=float32), array([0.55858785, 0.3686309 , 0.0727813 ], dtype=float32), 84.85807, array(85., dtype=float32), 0.14192963]
[None, array([90., 80., 70.], dtype=float32), array([ 0.87625444,  0.5384187 , -1.0508155 ], dtype=float32), array([0.601413  , 0.330137  , 0.06844993], dtype=float32), 85.32963, array(85., dtype=float32), 0.329628]
[None, array([90., 80., 70.], dtype=float32), array([ 1.058577 ,  0.372034 , -1.2499856], dtype=float32), array([0.56023836, 0.36828557, 0.07147611], dtype=float32), 84.88762, array(85., dtype=float32), 0.11238098]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8820482 ,  0.54009455, -1.066707  ], dtype=float32), array([0.6030946 , 0.32964346, 0.06726186], dtype=float32), 85.358315, array(85., dtype=float32), 0.3583145]
[None, array([90., 80., 70.], dtype=float32), array([ 0.96422577,  0.43908525, -1.1195782 ], dtype=float32), array([0.51721597, 0.3987984 , 0.08398566], dtype=float32), 84.332306, array(85., dtype=float32), 0.6676941]
[None, array([90., 80., 70.], dtype=float32), array([ 1.045598 ,  0.3386512, -1.1720655], dtype=float32), array([0.560661  , 0.36022827, 0.07911067], dtype=float32), 84.815506, array(85., dtype=float32), 0.18449402]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8671091 ,  0.50271004, -0.97845066], dtype=float32), array([0.60310113, 0.3228642 , 0.07403464], dtype=float32), 85.290665, array(85., dtype=float32), 0.29066467]
[None, array([90., 80., 70.], dtype=float32), array([ 1.051061  ,  0.33991387, -1.1855806 ], dtype=float32), array([0.5623222 , 0.36020884, 0.077469  ], dtype=float32), 84.84853, array(85., dtype=float32), 0.15146637]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8734649,  0.5057386, -0.9971441], dtype=float32), array([0.6048331 , 0.32248774, 0.07267912], dtype=float32), 85.32154, array(85., dtype=float32), 0.32154083]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0566772,  0.3410294, -1.1994613], dtype=float32), array([0.56404597, 0.35997313, 0.07598101], dtype=float32), 84.88066, array(85., dtype=float32), 0.11933899]
[None, array([90., 80., 70.], dtype=float32), array([ 0.87969506,  0.50797963, -1.0142184 ], dtype=float32), array([0.606607  , 0.32201618, 0.07137687], dtype=float32), 85.35231, array(85., dtype=float32), 0.35231018]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0624446,  0.3419538, -1.213577 ], dtype=float32), array([0.56584847, 0.359563  , 0.07458857], dtype=float32), 84.9126, array(85., dtype=float32), 0.087402344]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8859048 ,  0.50960815, -1.0303681 ], dtype=float32), array([0.6084388 , 0.3214492 , 0.07011197], dtype=float32), 85.38326, array(85., dtype=float32), 0.38326263]
[None, array([90., 80., 70.], dtype=float32), array([ 1.068363  ,  0.34265062, -1.2278717 ], dtype=float32), array([0.56773734, 0.3590038 , 0.07325882], dtype=float32), 84.944786, array(85., dtype=float32), 0.05521393]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8921606 ,  0.51073587, -1.0459924 ], dtype=float32), array([0.61033994, 0.32078537, 0.06887475], dtype=float32), 85.414665, array(85., dtype=float32), 0.41466522]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9741564 ,  0.40910912, -1.0989767 ], dtype=float32), array([0.524783  , 0.3891147 , 0.08610227], dtype=float32), 84.38681, array(85., dtype=float32), 0.6131897]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0551755 ,  0.30837184, -1.1515454 ], dtype=float32), array([0.5681755, 0.350821 , 0.0810036], dtype=float32), 84.87173, array(85., dtype=float32), 0.12827301]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8769309 ,  0.47214615, -0.9589591 ], dtype=float32), array([0.6103318 , 0.31395295, 0.07571527], dtype=float32), 85.34617, array(85., dtype=float32), 0.34616852]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0611889,  0.3092195, -1.1654108], dtype=float32), array([0.57008696, 0.3506094 , 0.07930371], dtype=float32), 84.907845, array(85., dtype=float32), 0.09215546]
[None, array([90., 80., 70.], dtype=float32), array([ 0.883829 ,  0.4747419, -0.9777322], dtype=float32), array([0.6123055 , 0.3133977 , 0.07429677], dtype=float32), 85.38009, array(85., dtype=float32), 0.3800888]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0673704 ,  0.30989337, -1.1796254 ], dtype=float32), array([0.5720707 , 0.35017508, 0.07775424], dtype=float32), 84.94317, array(85., dtype=float32), 0.05683136]
[None, array([90., 80., 70.], dtype=float32), array([ 0.89062583,  0.47652537, -0.9949917 ], dtype=float32), array([0.61432904, 0.31274015, 0.07293091], dtype=float32), 85.41399, array(85., dtype=float32), 0.4139862]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0737187 ,  0.31034765, -1.1940738 ], dtype=float32), array([0.5741427 , 0.34955868, 0.07629866], dtype=float32), 84.97845, array(85., dtype=float32), 0.02155304]
[None, array([90., 80., 70.], dtype=float32), array([ 0.89742327,  0.47766823, -1.011391  ], dtype=float32), array([0.6164184 , 0.31197944, 0.07160211], dtype=float32), 85.44816, array(85., dtype=float32), 0.44815826]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9791717 ,  0.37574148, -1.0649142 ], dtype=float32), array([0.53112626, 0.37905473, 0.08981899], dtype=float32), 84.41308, array(85., dtype=float32), 0.5869217]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0597817,  0.2748531, -1.1178874], dtype=float32), array([0.5743662 , 0.34128976, 0.08434411], dtype=float32), 84.90023, array(85., dtype=float32), 0.09976959]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8814324 ,  0.43785405, -0.9250754 ], dtype=float32), array([0.6161949 , 0.305087  , 0.07871814], dtype=float32), 85.37477, array(85., dtype=float32), 0.37477112]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0662299 ,  0.27551338, -1.1319401 ], dtype=float32), array([0.5764624 , 0.34101045, 0.08252719], dtype=float32), 84.939354, array(85., dtype=float32), 0.060646057]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8888374 ,  0.44042367, -0.94423306], dtype=float32), array([0.6183496 , 0.30444264, 0.07720776], dtype=float32), 85.41142, array(85., dtype=float32), 0.41142273]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0728576,  0.2759849, -1.1463592], dtype=float32), array([0.57863337, 0.34049222, 0.08087443], dtype=float32), 84.97759, array(85., dtype=float32), 0.022407532]
[None, array([90., 80., 70.], dtype=float32), array([ 0.89613014,  0.44210857, -0.9618149 ], dtype=float32), array([0.6205558 , 0.30369005, 0.07575412], dtype=float32), 85.44802, array(85., dtype=float32), 0.44802094]
[None, array([90., 80., 70.], dtype=float32), array([ 0.81860495,  0.54949045, -0.92278355], dtype=float32), array([0.58089757, 0.33977887, 0.07932363], dtype=float32), 85.01574, array(85., dtype=float32), 0.01573944]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0027606 ,  0.38412875, -1.1234258 ], dtype=float32), array([0.5380112 , 0.3795001 , 0.08248869], dtype=float32), 84.55523, array(85., dtype=float32), 0.4447708]
[None, array([90., 80., 70.], dtype=float32), array([ 0.82318723,  0.5540989 , -0.93788016], dtype=float32), array([0.58149177, 0.34046784, 0.07804038], dtype=float32), 85.034515, array(85., dtype=float32), 0.03451538]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0063252 ,  0.38851136, -1.1361411 ], dtype=float32), array([0.53878987, 0.3800879 , 0.0811222 ], dtype=float32), 84.576675, array(85., dtype=float32), 0.42332458]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8275721 ,  0.55838454, -0.9522432 ], dtype=float32), array([0.58215433, 0.3410527 , 0.07679284], dtype=float32), 85.053604, array(85., dtype=float32), 0.053604126]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0100458,  0.3925861, -1.1490023], dtype=float32), array([0.5395846 , 0.380603  , 0.07981244], dtype=float32), 84.59772, array(85., dtype=float32), 0.4022827]
[None, array([90., 80., 70.], dtype=float32), array([ 0.83185685,  0.5623907 , -0.9661739 ], dtype=float32), array([0.58287996, 0.34154665, 0.07557338], dtype=float32), 85.07307, array(85., dtype=float32), 0.07306671]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0138917 ,  0.39638382, -1.1619788 ], dtype=float32), array([0.5404091 , 0.38104704, 0.0785438 ], dtype=float32), 84.61865, array(85., dtype=float32), 0.38134766]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8361031,  0.5661412, -0.9798565], dtype=float32), array([0.58366543, 0.34195745, 0.07437707], dtype=float32), 85.09288, array(85., dtype=float32), 0.09288025]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0178453,  0.3999241, -1.1750537], dtype=float32), array([0.54127294, 0.38142037, 0.07730667], dtype=float32), 84.63966, array(85., dtype=float32), 0.3603363]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8403516 ,  0.5696496 , -0.99340665], dtype=float32), array([0.5845095 , 0.34228975, 0.07320074], dtype=float32), 85.11308, array(85., dtype=float32), 0.113082886]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0218955 ,  0.40321833, -1.1882182 ], dtype=float32), array([0.5421828 , 0.3817222 , 0.07609493], dtype=float32), 84.66087, array(85., dtype=float32), 0.3391266]
[None, array([90., 80., 70.], dtype=float32), array([ 0.84463036,  0.5729235 , -1.0068983 ], dtype=float32), array([0.5854118 , 0.34254608, 0.07204215], dtype=float32), 85.1337, array(85., dtype=float32), 0.13369751]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0260378 ,  0.40627426, -1.201467  ], dtype=float32), array([0.54314375, 0.38195163, 0.07490461], dtype=float32), 84.682396, array(85., dtype=float32), 0.31760406]
[None, array([90., 80., 70.], dtype=float32), array([ 0.848958 ,  0.5759655, -1.0203799], dtype=float32), array([0.5863726 , 0.34272754, 0.0708998 ], dtype=float32), 85.154724, array(85., dtype=float32), 0.15472412]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0302702 ,  0.40909606, -1.2147982 ], dtype=float32), array([0.5441597 , 0.38210723, 0.07373305], dtype=float32), 84.70427, array(85., dtype=float32), 0.2957306]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8533492 ,  0.57877755, -1.0338832 ], dtype=float32), array([0.5873929 , 0.3428345 , 0.06977261], dtype=float32), 85.17621, array(85., dtype=float32), 0.1762085]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0345933,  0.4116857, -1.2282112], dtype=float32), array([0.54523396, 0.3821876 , 0.07257843], dtype=float32), 84.726555, array(85., dtype=float32), 0.27344513]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8578142 ,  0.58135873, -1.0474303 ], dtype=float32), array([0.58847374, 0.34286654, 0.06865969], dtype=float32), 85.198135, array(85., dtype=float32), 0.19813538]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0390086 ,  0.41404337, -1.2417065 ], dtype=float32), array([0.5463693 , 0.3821912 , 0.07143946], dtype=float32), 84.7493, array(85., dtype=float32), 0.2507019]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8623619,  0.5837083, -1.0610355], dtype=float32), array([0.5896166 , 0.34282303, 0.06756042], dtype=float32), 85.220566, array(85., dtype=float32), 0.2205658]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0435199 ,  0.41616946, -1.255285  ], dtype=float32), array([0.5475683 , 0.3821165 , 0.07031513], dtype=float32), 84.77253, array(85., dtype=float32), 0.2274704]
[None, array([90., 80., 70.], dtype=float32), array([ 0.86699975,  0.58582425, -1.07471   ], dtype=float32), array([0.59082294, 0.34270287, 0.06647419], dtype=float32), 85.243484, array(85., dtype=float32), 0.2434845]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0481294 ,  0.41806132, -1.2689493 ], dtype=float32), array([0.5488335 , 0.38196176, 0.06920475], dtype=float32), 84.79629, array(85., dtype=float32), 0.20371246]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8717338 ,  0.58770406, -1.0884618 ], dtype=float32), array([0.5920946 , 0.34250486, 0.06540057], dtype=float32), 85.266945, array(85., dtype=float32), 0.2669449]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0528421,  0.4197179, -1.2827009], dtype=float32), array([0.550167  , 0.3817253 , 0.06810766], dtype=float32), 84.82059, array(85., dtype=float32), 0.17941284]
[None, array([90., 80., 70.], dtype=float32), array([ 0.87657094,  0.5893458 , -1.1022967 ], dtype=float32), array([0.5934333 , 0.34222764, 0.06433908], dtype=float32), 85.290955, array(85., dtype=float32), 0.2909546]
[None, array([90., 80., 70.], dtype=float32), array([ 0.958843  ,  0.48841134, -1.1539953 ], dtype=float32), array([0.50724286, 0.41300014, 0.07975705], dtype=float32), 84.27486, array(85., dtype=float32), 0.72514343]
[None, array([90., 80., 70.], dtype=float32), array([ 1.040594 ,  0.3878752, -1.2056015], dtype=float32), array([0.5508065 , 0.37378967, 0.07540382], dtype=float32), 84.75403, array(85., dtype=float32), 0.24597168]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8622329 ,  0.55324525, -1.0132153 ], dtype=float32), array([0.5936514 , 0.33557004, 0.07077853], dtype=float32), 85.22873, array(85., dtype=float32), 0.22872925]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0453495 ,  0.38963717, -1.2188221 ], dtype=float32), array([0.5521418 , 0.3739344 , 0.07392383], dtype=float32), 84.78218, array(85., dtype=float32), 0.21781921]
[None, array([90., 80., 70.], dtype=float32), array([ 0.86775047,  0.5564699 , -1.0309513 ], dtype=float32), array([0.5950572 , 0.33540446, 0.06953835], dtype=float32), 85.25518, array(85., dtype=float32), 0.25518036]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0502357 ,  0.39126828, -1.2323544 ], dtype=float32), array([0.5535342 , 0.37389472, 0.07257099], dtype=float32), 84.80962, array(85., dtype=float32), 0.19037628]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8731631,  0.5590327, -1.0472877], dtype=float32), array([0.5965011 , 0.33515492, 0.068344  ], dtype=float32), 85.28158, array(85., dtype=float32), 0.28157806]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0552499,  0.3927295, -1.246091 ], dtype=float32), array([0.55499554, 0.37370592, 0.07129859], dtype=float32), 84.83697, array(85., dtype=float32), 0.16303253]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8785566,  0.5610778, -1.0628157], dtype=float32), array([0.59799653, 0.33482102, 0.06718251], dtype=float32), 85.30814, array(85., dtype=float32), 0.30814362]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0603908 ,  0.39398962, -1.2599839 ], dtype=float32), array([0.55653113, 0.3733887 , 0.07008007], dtype=float32), 84.8645, array(85., dtype=float32), 0.13549805]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8839867 ,  0.56269747, -1.07788   ], dtype=float32), array([0.59955275, 0.33440137, 0.06604586], dtype=float32), 85.33506, array(85., dtype=float32), 0.33506012]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9662135 ,  0.46169823, -1.1302934 ], dtype=float32), array([0.5135539 , 0.4042103 , 0.08223584], dtype=float32), 84.31318, array(85., dtype=float32), 0.686821]
[None, array([90., 80., 70.], dtype=float32), array([ 1.04774  ,  0.361219 , -1.1824373], dtype=float32), array([0.5570568 , 0.36537233, 0.07757088], dtype=float32), 84.79486, array(85., dtype=float32), 0.20513916]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8693256 ,  0.52580935, -0.9893337 ], dtype=float32), array([0.59965783, 0.3276662 , 0.07267591], dtype=float32), 85.269806, array(85., dtype=float32), 0.2698059]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0529461 ,  0.36264753, -1.1958525 ], dtype=float32), array([0.5586014 , 0.36540353, 0.07599511], dtype=float32), 84.826065, array(85., dtype=float32), 0.17393494]
